term,category,mark,sentiment,type
обслуживание,Service,Rel,positive,explicit
приносили-уносили,Service,Rel,positive,explicit
быстро,Service,Rel,positive,implicit
вежливо,Service,Rel,positive,implicit
выбор в меню,Food,Rel,positive,explicit
разнообразия блюд,Food,Rel,positive,explicit
вкусно,Food,Rel,positive,implicit
кухне,Food,Rel,positive,explicit
ужина,Food,Rel,neutral,explicit
музыканты,Interior,Rel,neutral,explicit
музыка,Interior,Rel,positive,explicit
Красиво,Interior,Rel,positive,implicit
ресторан,Whole,Rel,positive,explicit
ресторан,Whole,Rel,neutral,explicit
ждали минут 15,Service,Rel,negative,fct
народу было не очень много,Interior,Rel,positive,explicit
цены,Price,Rel,negative,explicit
салатов,Food,Rel,negative,explicit
порции,Food,Rel,negative,explicit
мясо,Food,Rel,negative,explicit
пепельницу не разу не поменяли,Service,Rel,negative,fct
ресторан,Whole,Rel,neutral,explicit
Ресторан,Whole,Rel,positive,explicit
уютный,Interior,Rel,positive,implicit
обстановка,Interior,Rel,positive,explicit
Людей было мало,Interior,Rel,positive,fct
столик у окна,Interior,Rel,positive,fct
Еда,Food,Rel,positive,explicit
вкусная,Food,Rel,positive,implicit
порции,Food,Rel,negative,explicit
пасту,Food,Rel,neutral,explicit
приготовлено,Food,Rel,positive,explicit
Салаты,Food,Rel,positive,explicit
вкуснейшими,Food,Rel,positive,implicit
пасту с грибами,Food,Rel,neutral,explicit
Вкусно,Food,Rel,positive,implicit
обслуживали,Service,Rel,negative,explicit
долго,Service,Rel,negative,implicit
девушка,Service,Rel,neutral,explicit
проблемы на кухне,Food,Rel,negative,fct
кухне,Food,Rel,negative,explicit
Цены,Price,Rel,neutral,explicit
чаевые,Service,Rel,negative,explicit
можно купить домой,Service,Rel,positive,fct
масло оливковое,Food,Rel,positive,explicit
вкусное,Food,Rel,positive,implicit
ресторане Пури,Whole,Rel,neutral,explicit
Заказали столик,Service,Rel,positive,explicit
Встретила,Service,Rel,neutral,explicit
девушка администратор,Service,Rel,positive,explicit
проводила до столика,Service,Rel,neutral,explicit
Место,Whole,Rel,positive,explicit
интерьер,Interior,Rel,positive,explicit
красочное,Interior,Rel,positive,implicit
домашняя обстановка,Interior,Rel,positive,implicit
Обслужили,Service,Rel,positive,explicit
официант Андрей,Service,Rel,positive,explicit
Уделял нам достаточного много времени,Service,Rel,positive,fct
не был навязчивым,Service,Rel,positive,implicit
Порекомендовал,Service,Rel,positive,explicit
чай,Food,Rel,positive,explicit
Меню,Food,Rel,positive,explicit
Принесли заказ,Service,Rel,positive,explicit
быстро,Service,Rel,positive,implicit
вкусно,Food,Rel,positive,implicit
заведения,Whole,Cmpr,neutral,explicit
ресторане,Whole,Rel,neutral,explicit
ресторане,Whole,Rel,positive,explicit
Место,Whole,Rel,positive,explicit
комфортное,Interior,Rel,positive,implicit
диванчики,Interior,Rel,positive,explicit
музыка,Interior,Rel,positive,explicit
пасту с копчёной грудкой,Food,Rel,positive,explicit
Овощной салат,Food,Rel,positive,explicit
Мясная и сырная тарелки,Food,Rel,neutral,explicit
стейки из мяса и лосося,Food,Rel,positive,explicit
еда,Food,Rel,positive,explicit
вкусная,Food,Rel,positive,implicit
комплимента от шеф-повара,Service,Rel,negative,explicit
морс,Food,Rel,neutral,explicit
вино,Food,Rel,neutral,explicit
водку,Food,Rel,neutral,explicit
пиво,Food,Rel,neutral,explicit
ассортимент пива,Food,Rel,negative,explicit
пабах,Whole,Cmpr,neutral,explicit
Навязывание,Service,Rel,negative,implicit
хайнекена,Food,Rel,neutral,explicit
Атмосфера в ресторане,Interior,Rel,positive,explicit
ресторан,Whole,Rel,neutral,explicit
Обслуживание,Service,Rel,positive,explicit
девушка,Service,Rel,positive,explicit
доброй,Service,Rel,positive,implicit
внимательной,Service,Rel,positive,implicit
ресторан,Whole,Rel,neutral,explicit
интерьер,Interior,Rel,neutral,explicit
охранник,Service,Rel,neutral,explicit
приветливый,Service,Rel,positive,implicit
администратор,Service,Rel,positive,explicit
официанта,Service,Rel,neutral,explicit
приходит достаточно быстро,Service,Rel,positive,fct
еду,Food,Rel,neutral,explicit
Обстановка в ресторане,Interior,Rel,positive,explicit
кухню,Food,Rel,neutral,explicit
блюда,Food,Rel,positive,explicit
вкусные,Food,Rel,positive,implicit
повара,Food,Rel,both,explicit
ресторане,Whole,Rel,neutral,explicit
горячее,Food,Rel,both,explicit
мясное блюдо,Food,Rel,positive,explicit
мясо,Food,Rel,negative,explicit
жесткое,Food,Rel,negative,implicit
не жуется,Food,Rel,negative,fct
еле теплое,Food,Rel,negative,fct
заведение,Whole,Rel,positive,explicit
ресторан,Whole,Cmpr,neutral,explicit
ресторане,Whole,Rel,positive,explicit
Заказали столик,Service,Rel,neutral,explicit
нас уже ждали,Service,Rel,positive,fct
обслуживание,Service,Rel,positive,explicit
ненавязчивое,Service,Rel,positive,implicit
доброжелательное,Service,Rel,positive,implicit
уютная,Interior,Rel,positive,implicit
обстановка,Interior,Rel,positive,explicit
малом зале,Interior,Rel,positive,explicit
в зале мы были одни,Interior,Rel,positive,fct
обстановку,Interior,Rel,neutral,explicit
цветы на столах,Interior,Rel,positive,explicit
кальяны,Interior,Rel,positive,explicit
журчание родничка,Interior,Rel,positive,explicit
романтическую,Interior,Rel,positive,implicit
атмосферу,Interior,Rel,positive,explicit
блюд,Food,Rel,neutral,explicit
кухня,Food,Rel,positive,explicit
ужина,Food,Rel,neutral,explicit
подарок от ресторана,Service,Rel,positive,explicit
вкусный,Food,Rel,positive,implicit
десерт,Food,Rel,positive,explicit
меню,Food,Rel,neutral,explicit
ресторане,Whole,Rel,neutral,explicit
нижнем зале,Interior,Rel,neutral,explicit
обстановка ресторана,Interior,Rel,positive,explicit
красивая,Interior,Rel,positive,implicit
интерьер,Interior,Rel,positive,explicit
кормили,Food,Rel,positive,explicit
всего было много,Food,Rel,positive,fct
вкусно,Food,Rel,positive,implicit
`забрали то, что осталось из еды`,Service,Rel,positive,fct
еды,Food,Rel,neutral,explicit
доедали,Food,Cmpr,positive,explicit
меню,Food,Rel,neutral,explicit
салат &quot;Лагуна&quot;,Food,Rel,positive,explicit
баклажаны,Food,Rel,positive,explicit
рулетики с грибами,Food,Rel,positive,explicit
горячее,Food,Rel,neutral,explicit
мясо,Food,Rel,neutral,explicit
рыба,Food,Rel,neutral,explicit
рыбу-стейк из форели,Food,Rel,positive,explicit
блюдо,Food,Rel,positive,explicit
сочным,Food,Rel,positive,implicit
вкусным,Food,Rel,positive,implicit
обслуживание,Service,Rel,positive,explicit
отношение персонала,Service,Rel,positive,explicit
радушное,Service,Rel,positive,implicit
тамаду,Service,Rel,neutral,explicit
рестораном,Whole,Rel,neutral,explicit
веселый,Service,Rel,positive,implicit
позитивный,Service,Rel,positive,implicit
человек,Service,Rel,positive,explicit
профессионал,Service,Rel,positive,implicit
Директор,Service,Rel,positive,explicit
душевный,Service,Rel,positive,implicit
человек,Service,Rel,positive,explicit
пожелания учитывает,Service,Rel,positive,fct
`советует, что и как лучше сделать`,Service,Rel,positive,fct
отдохнули,Whole,Rel,positive,explicit
ресторана,Whole,Rel,positive,explicit
уютный,Interior,Rel,positive,implicit
ресторанчик,Whole,Rel,positive,explicit
Вкусное,Food,Rel,positive,implicit
пиво,Food,Rel,positive,explicit
суджук,Food,Rel,neutral,explicit
закуски,Food,Rel,neutral,explicit
атмосфера,Interior,Rel,positive,explicit
приветливый,Service,Rel,positive,implicit
персонал,Service,Rel,positive,explicit
девушка,Service,Rel,positive,explicit
администратор ресторана,Service,Rel,positive,explicit
профессионал,Service,Rel,positive,implicit
ненавязчивое,Service,Rel,positive,implicit
обслуживание,Service,Rel,positive,explicit
дружелюбный,Service,Rel,positive,implicit
подход к посетителям,Service,Rel,positive,explicit
внимательное,Service,Rel,positive,implicit
отношение к клиентам,Service,Rel,positive,explicit
сервиса,Service,Rel,positive,explicit
заведений,Whole,Cmpr,neutral,explicit
места,Whole,Rel,positive,explicit
Дачи,Whole,Rel,neutral,explicit
ресторана,Whole,Cmpr,neutral,explicit
радушное,Service,Rel,positive,implicit
отношение,Service,Irr,positive,explicit
вежливый,Service,Rel,positive,implicit
мужчина из гардероба,Service,Rel,positive,explicit
