class	query	query_parsed	infinitive
1	мартин иден	S,имя,муж,од=им,ед S,имя,муж,од=им,ед 	0
1	ольга кормухина википедия	S,имя,жен,од=им,ед S,фам,жен,од=им,ед S,жен,неод=им,ед 	0
1	теплоснабжение	S,сред,неод=(вин,ед|им,ед) 	0
1	неологизм и виды неологизмов	S,муж,неод=(вин,ед|им,ед) CONJ= S,муж,неод=(вин,мн|им,мн) S,муж,неод=род,мн 	0
1	ольга кабо	S,имя,жен,од=им,ед S,фам,мж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	спрамицин	S,муж,неод=(вин,ед|им,ед) 	0
1	путин владимир владимирович	S,фам,муж,од=им,ед S,имя,муж,од=им,ед S,отч,муж,од=им,ед 	0
1	горы атласа	S,жен,неод=(вин,мн|род,ед|им,мн) S,муж,неод=род,ед 	0
1	xчто означает одноразовый пароль отр	S,гео,ед,сред,неод=(пр|вин|дат|род|твор|им) V,пе=непрош,ед,изъяв,3-л,несов A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) S,муж,неод=(вин,ед|им,ед) 	0
1	ритмсинус	S,муж,неод=(вин,ед|им,ед) 	0
1	джигарханян	S,фам,муж,од=им,ед 	0
1	ай петри	INTJ= S,фам,мж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	работа в россии	S,жен,неод=им,ед PR= S,гео,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) 	0
1	wwe		0
1	здзислав бексинский	S,имя,муж,од=им,ед A=(вин,ед,полн,муж,неод|им,ед,полн,муж) 	0
1	татьяна котова мисс россия	S,имя,жен,од=им,ед S,фам,жен,од=им,ед S,жен,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,гео,жен,неод=им,ед 	0
1	леонид быков википедия	S,имя,муж,од=им,ед S,фам,муж,од=им,ед S,жен,неод=им,ед 	0
1	hobo		0
1	архив zip	S,муж,неод=(вин,ед|им,ед) 	0
1	ресивер dvb-t	S,муж,неод=(вин,ед|им,ед) 	0
1	дмитрий песков википедия	S,имя,муж,од=им,ед S,муж,неод=род,мн S,жен,неод=им,ед 	0
1	руские бабки	A=(вин,мн,полн,неод|им,мн,полн) S,жен,од=(род,ед|им,мн) 	0
1	подтеки	S,муж,неод=(вин,мн|им,мн) 	0
1	петропавловск-камчатский	S,гео,ед,муж,неод=(вин|им) 	0
1	электронные сигареты	A=(вин,мн,полн,неод|им,мн,полн) S,жен,неод=(вин,мн|род,ед|им,мн) 	0
1	плоский мир терри патчер	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) S,имя,муж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,фам,муж,од=им,ед 	0
1	консолидация это	S,жен,неод=им,ед PART= 	0
1	гугл	S,ед,муж,неод=(вин|им) 	0
1	ютуб	S,муж,неод=(вин,ед|им,ед) 	0
1	кубок америки 2015	S,муж,неод=(вин,ед|им,ед) S,гео,жен,неод=(вин,мн|род,ед|им,мн) 	0
1	вики	S,жен,неод=(вин,мн|род,ед|им,мн) 	0
1	модонна	A=ед,кр,жен 	0
1	ангел для сестры	S,муж,од=им,ед PR= S,жен,од=(род,ед|им,мн) 	0
1	лорейн бракко	S,имя,жен,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,имя,муж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	лукман аруна	S,имя,муж,од=им,ед S,имя,жен,од=им,ед 	0
1	вибер связь что это	S,муж,неод=(вин,ед|им,ед) S,жен,неод=(вин,ед|им,ед) CONJ= SPRO,ед,сред,неод=(вин|им) 	0
1	coin coint		0
1	сквирт	S,муж,неод=(вин,ед|им,ед) 	0
1	хворостовский википедия	S,фам,муж,од=им,ед S,жен,неод=им,ед 	0
1	гомогенизация	S,жен,неод=им,ед 	0
1	википедия	S,жен,неод=им,ед 	0
1	wizzair hungary официальный сайт	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) 	0
1	сухопутные войска в воронеже	A=(вин,мн,полн,неод|им,мн,полн) S,сред,неод=(вин,мн|род,ед|им,мн) PR= S,гео,муж,неод=пр,ед 	0
1	анатолий котенев	S,имя,муж,од=им,ед S,фам,муж,од=им,ед 	0
1	ппр		0
1	rutracker.org		0
1	брат сили бута	S,муж,од=им,ед S,муж,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,муж,неод=род,ед 	0
1	вк		0
1	олигофрен	S,муж,од=им,ед 	0
1	кузькина мать бомба	A,полн,притяж=(им,ед,жен|вин,ед,муж,од|род,ед,муж|род,ед,сред) S,жен,од=(вин,ед|им,ед) S,жен,неод=им,ед 	0
1	самара	S,гео,жен,неод=им,ед 	0
1	выступление ципраса	S,сред,неод=(вин,ед|им,ед) S,муж,неод=род,ед 	0
1	заслуженый врач россии полковник медслужбы новиков владимир васильевич	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,од=им,ед S,гео,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) S,муж,од=им,ед S,жен,неод=(вин,мн|род,ед|им,мн) S,фам,муж,од=им,ед S,имя,муж,од=им,ед S,отч,муж,од=им,ед 	0
1	башкортостан	S,гео,муж,неод=(вин,ед|им,ед) 	0
1	даниила собченко	S,имя,муж,од=(вин,ед|род,ед) S,фам,мж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	речь посполитая	S,жен,неод=(вин,ед|им,ед) V,пе=прош,им,ед,прич,полн,жен,сов,страд 	0
1	панин	S,фам,муж,од=им,ед 	0
1	цветы для элджернона	S,муж,неод=(вин,мн|им,мн) PR= S,имя,муж,од=(вин,ед|род,ед) 	0
1	в.в путин был избран президентом россии на второй срок в	PR= PR= S,фам,муж,од=им,ед V,нп=прош,ед,изъяв,муж,несов V=прош,ед,прич,кр,муж,сов,страд S,муж,од=твор,ед S,гео,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) PR= ANUM=(пр,ед,жен|дат,ед,жен|род,ед,жен|твор,ед,жен|вин,ед,муж,неод|им,ед,муж) S,муж,неод=(вин,ед|им,ед) PR= 	0
1	вячеслав манучаров	S,имя,муж,од=им,ед S,имя,муж,од=(вин,мн|род,мн) 	0
1	молитва о гетмане мазепе	S,жен,неод=им,ед PR= S,муж,од=пр,ед S,фам,муж,од=(пр,ед|дат,ед) 	0
1	глюкоза погибла	S,жен,неод=им,ед V,нп=прош,ед,изъяв,жен,сов 	0
1	страны ближнего востока список	S,жен,неод=(вин,мн|род,ед|им,мн) A=(вин,ед,полн,муж,од|род,ед,полн,муж|род,ед,полн,сред) S,гео,муж,неод=род,ед S,муж,неод=(вин,ед|им,ед) 	0
1	naked		0
1	ищу должность доцента социологии в спб	V,несов,пе=непрош,ед,изъяв,1-л S,жен,неод=(вин,ед|им,ед) S,муж,од=(вин,ед|род,ед) S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,reserved,сокр,гео,ед,муж,неод=(пр|вин|дат|род|твор|им) 	0
1	день петра и февронии	S,муж,неод=(вин,ед|им,ед) S,имя,муж,од=(вин,ед|род,ед) CONJ= S,имя,жен,од=(пр,ед|дат,ед|род,ед|им,мн) 	0
1	анна дмитриева википедия	S,имя,жен,од=им,ед S,фам,муж,од=(вин,ед|род,ед) S,жен,неод=им,ед 	0
1	майло вентимилья	S,сред,неод=(вин,ед|им,ед) S,ед,сред,неод=род 	0
1	порча	S,жен,неод=им,ед 	0
1	кавказские горы	A=(вин,мн,полн,неод|им,мн,полн) S,жен,неод=(вин,мн|род,ед|им,мн) 	0
1	валет	S,муж,од=им,ед 	0
1	петр и павел святые	S,имя,муж,од=им,ед CONJ= S,имя,муж,од=им,ед S,муж,од=им,мн 	0
1	wait		0
1	военные конфликты и столкновения сша и ссср	A=(вин,мн,полн,неод|им,мн,полн) S,муж,неод=(вин,мн|им,мн) CONJ= S,сред,неод=(вин,мн|род,ед|им,мн) S,сокр,гео,мн,неод=(пр|вин|дат|род|твор|им) CONJ= S,reserved,сокр,гео,ед,муж,неод=(пр|вин|дат|род|твор|им) 	0
1	темпоральность	S,жен,неод=(вин,ед|им,ед) 	0
1	сэкс	S,муж,неод=(вин,ед|им,ед) 	0
1	расул мирзаев	S,имя,муж,од=им,ед S,фам,муж,од=им,ед 	0
1	реквием	S,муж,неод=(вин,ед|им,ед) 	0
1	численность россии	S,жен,неод=(вин,ед|им,ед) S,гео,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) 	0
1	немецкие фамилии	A=(вин,мн,полн,неод|им,мн,полн) S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) 	0
1	гарай	S,имя,муж,од=им,ед 	0
1	министр спорта россии википедия	S,муж,од=им,ед S,муж,неод=род,ед S,гео,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) S,жен,неод=им,ед 	0
1	европа группа 80-ые годы	S,гео,жен,неод=им,ед S,жен,неод=им,ед S,муж,неод=(вин,мн|им,мн) 	0
1	матрешка	S,жен,неод=им,ед 	0
1	учасники нато	S,муж,неод=(вин,мн|им,мн) S,reserved,сокр,жен,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	фази м сяця	S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	майкл дуглас	S,имя,муж,од=им,ед S,фам,муж,од=им,ед 	0
1	вирджиния вулф	S,жен,неод=им,ед S,имя,муж,од=им,ед 	0
1	русские артисты по алфавиту	A=(вин,мн,полн,неод|им,мн,полн) S,муж,од=им,мн PR= S,муж,неод=дат,ед 	0
1	рудк вц		0
1	татьяна навка	S,имя,жен,од=им,ед S,жен,од=им,ед 	0
1	владимир высоцкий	S,имя,муж,од=им,ед S,фам,муж,од=им,ед 	0
1	порядочность это	S,жен,неод=(вин,ед|им,ед) PART= 	0
1	black veil brides		0
1	викепедия	S,жен,неод=им,ед 	0
1	чан кайши фото	S,муж,неод=(вин,ед|им,ед) S,имя,жен,од=(род,ед|им,мн) S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	порт гамбург	S,муж,неод=(вин,ед|им,ед) S,гео,муж,неод=(вин,ед|им,ед) 	0
1	арсен мирзоян	S,имя,муж,од=им,ед S,фам,муж,од=им,ед 	0
